actor IMDB	year	movie IMDB	movie ID	award_year	Actor	Title	Time	Mins	Lead
nm0683253	2014	tt2267998	gone_girl	2014	Rosamund Pike	Gone Girl	56:45:00	56.75	lead
nm0000245	1988	tt0093105	good_morning_vietnam	1987	Robin Williams	Good Morning, Vietnam	1:16:08	76.133	lead
nm0000354	1998	tt0119217	good_will_hunting	1997	Matt Damon	Good Will Hunting	1:20:36	80.6	lead
nm0000245	1998	tt0119217	good_will_hunting	1997	Robin Williams	Good Will Hunting	37:05:00	37.083	non-lead
nm0000378	1998	tt0119217	good_will_hunting	1997	Minnie Driver	Good Will Hunting	24:10:00	24.167	non-lead
nm0000582	1990	tt0099685	goodfellas_tt0099685	1990	Joe Pesci	Goodfellas	27:08:00	27.133	non-lead
nm0000966	1990	tt0099685	goodfellas_tt0099685	1990	Lorraine Bracco	Goodfellas	33:12:00	33.2	non-lead
nm0000244	1988	tt0095243	gorillas.in.the_tt0095243	1988	Sigourney Weaver	Gorillas in the Mist	1:29:40	89.667	lead
nm0000545	2001	tt0280707	gosford.park_tt0280707	2001	Helen Mirren	Gosford Park	11:53	11.883	non-lead
nm0001749	2001	tt0280707	gosford.park_tt0280707	2001	Maggie Smith	Gosford Park	18:13	18.217	non-lead
nm0000113	2013	tt1454468	gravity	2013	Sandra Bullock	Gravity	1:12:26	72.433	lead
nm0001557	2019	tt6966692	green.book_tt6966692	2018	Viggo Mortensen	Green Book	1:30:44	90.733	lead
nm0991810	2019	tt6966692	green.book_tt6966692	2018	Mahershala Ali	Green Book	1:06:38	66.633	non-lead
nm0003817	1999	tt0120689	green.mile_tt0120689	1999	Michael Clarke Duncan	The Green Mile	37:18:00	37.3	non-lead
nm0724732	1984	tt0087365	greystoke	1984	Ralph Richardson	Greystoke: The Legend of Tarzan, Lord of the Apes	20:20	20.333	non-lead
nm0001378	1990	tt0099703	grifters_tt0099703	1990	Anjelica Huston	The Grifters	42:48:00	42.8	lead
nm0000906	1990	tt0099703	grifters_tt0099703	1990	Annette Bening	The Grifters	34:23:00	34.383	non-lead
nm1940449	2016	tt2119532	hacksaw.ridge_tt2119532	2016	Andrew Garfield	Hacksaw Ridge	1:13:25	73.417	lead
nm0000323	1986	tt0091167	hannah.and.her._tt0091167	1986	Michael Caine	Hannah and Her Sisters	24:23:00	24.383	non-lead
nm0001848	1986	tt0091167	hannah.and.her._tt0091167	1986	Dianne Wiest	Hannah and Her Sisters	27:35:00	27.583	non-lead
nm0000313	2016	tt2582782	hell.or.high.wa_tt2582782	2016	Jeff Bridges	Hell or High Water	34:36:00	34.6	non-lead
nm0205626	2011	tt1454029	help	2011	Viola Davis	The Help	46:10:00	46.167	lead
nm0818055	2011	tt1454029	help	2011	Octavia Spencer	The Help	34:53:00	34.883	non-lead
nm1567113	2011	tt1454029	help	2011	Jessica Chastain	The Help	16:29	16.483	non-lead
nm0818055	2017	tt4846340	hidden_figures	2016	Octavia Spencer	Hidden Figures	24:31:00	24.517	non-lead
nm0000454	1987	tt0091217	hoosiers_tt0091217	1986	Dennis Hopper	Hoosiers	16:42	16.7	non-lead
nm0000332	2004	tt0395169	hotel.rwanda_tt0395169	2004	Don Cheadle	Hotel Rwanda	1:21:15	81.25	lead
nm0645683	2004	tt0395169	hotel.rwanda_tt0395169	2004	Sophie Okonedo	Hotel Rwanda	29:37:00	29.617	non-lead
nm0000173	2002	tt0274558	hours_tt0274558	2002	Nicole Kidman	The Hours	23:30	23.5	lead
nm0000194	2002	tt0274558	hours_tt0274558	2002	Julianne Moore	The Hours	27:41:00	27.683	non-lead
nm0000438	2002	tt0274558	hours_tt0274558	2002	Ed Harris	The Hours	11:10	11.167	non-lead
nm0000668	1992	tt0104454	howards.end_tt0104454	1992	Emma Thompson	Howards End	1:02:31	62.517	lead
nm0000603	1992	tt0104454	howards.end_tt0104454	1992	Vanessa Redgrave	Howards End	16:00	16	non-lead
nm0000243	2000	tt0174856	hurricane_tt0174856	1999	Denzel Washington	The Hurricane	1:15:41	75.683	lead
nm0719637	2008	tt0887912	hurt.locker_tt0887912	2009	Jeremy Renner	The Hurt Locker	1:17:15	77.25	lead
nm0005093	2018	tt7125860	if.beale.street_tt7125860	2018	Regina King	If Beale Street Could Talk	25:10:00	25.167	non-lead
nm0873385	1994	tt0110877	il.postino_tt0110877	1995	Massimo Troisi	The Postman	1:10:26	70.433	lead
nm1212722	2015	tt2084970	imitation.game_tt2084970	2014	Benedict Cumberbatch	The Imitation Game	1:11:41	71.683	lead
nm0461136	2015	tt2084970	imitation.game_tt2084970	2014	Keira Knightley	The Imitation Game	28:13:00	28.217	non-lead
nm0000349	1997	tt0119360	in_and_out	1997	Joan Cusack	In & Out	18:49	18.817	non-lead
nm0000518	1993	tt0107206	in_the_line_of_fire	1993	John Malkovich	In the Line of Fire	33:24:00	33.4	non-lead
nm0000651	2001	tt0247425	in.the.bedroom_tt0247425	2001	Sissy Spacek	In the Bedroom	38:42:00	38.7	lead
nm0929489	2001	tt0247425	in.the.bedroom_tt0247425	2001	Tom Wilkinson	In the Bedroom	1:10:43	70.717	lead
nm0000673	2001	tt0247425	in.the.bedroom_tt0247425	2001	Marisa Tomei	In the Bedroom	20:52	20.867	non-lead
nm0000358	1993	tt0107207	in.the.name.of._tt0107207	1993	Daniel Day-Lewis	In the Name of the Father	1:18:03	78.05	lead
nm0000592	1993	tt0107207	in.the.name.of._tt0107207	1993	Pete Postlethwaite	In the Name of the Father	33:06:00	33.1	non-lead
nm0000668	1993	tt0107207	in.the.name.of._tt0107207	1993	Emma Thompson	In the Name of the Father	13:07	13.117	non-lead
nm0910607	2009	tt0361748	inglourious_basterds	2009	Christoph Waltz	Inglourious Basterds	40:19:00	40.317	non-lead
nm0000128	1999	tt0140352	insider_tt0140352	1999	Russell Crowe	The Insider	1:09:54	69.9	lead
nm0000658	2014	tt2180411	into.the.woods_tt2180411	2014	Meryl Streep	Into the Woods	22:22	22.367	non-lead
nm0000199	2019	tt1302006	irishman_tt1302006	2019	Al Pacino	The Irishman	53:58:00	53.967	non-lead
nm0000582	2019	tt1302006	irishman_tt1302006	2019	Joe Pesci	The Irishman	43:22:00	43.367	non-lead
nm0005162	1985	tt0089360	jagged_edge	1985	Robert Loggia	Jagged Edge	9:34	9.567	non-lead
nm0000129	1996	tt0116695	jerry_maguire	1996	Tom Cruise	Jerry Maguire	1:31:12	91.2	lead
nm0000421	1996	tt0116695	jerry_maguire	1996	Cuba Gooding Jr.	Jerry Maguire	27:12:00	27.2	non-lead
nm0000169	1992	tt0102138	jfk_tt0102138	1991	Tommy Lee Jones	JFK	16:07	16.117	non-lead
nm0424060	2020	tt2584384	jojo.rabbit_tt2584384	2019	Scarlett Johansson	Jojo Rabbit	15:36	15.6	non-lead
nm0001618	2019	tt7286456	joker	2019	Joaquin Phoenix	Joker	1:43:44	103.733	lead
nm2225369	2015	tt2446980	joy_tt2446980	2015	Jennifer Lawrence	Joy	1:30:01	90.017	lead
nm2257207	2021	tt9784798	judas.and.the.b_tt9784798	2020	Daniel Kaluuya	Judas and the Black Messiah	46:09:00	46.15	non-lead
nm3147751	2021	tt9784798	judas.and.the.b_tt9784798	2020	LaKeith Stanfield	Judas and the Black Messiah	49:51:00	49.85	non-lead
nm0680983	2008	tt0467406	juno	2007	Elliot Page	Juno	1:12:54	72.9	lead
nm0001552	1984	tt0087538	karate_kid	1984	Pat Morita	The Karate Kid	58:36:00	58.6	non-lead
nm0000906	2010	tt0842926	kids.are.all.ri_tt0842926	2010	Annette Bening	The Kids Are All Right	42:31:00	42.517	lead
nm0749263	2010	tt0842926	kids.are.all.ri_tt0842926	2010	Mark Ruffalo	The Kids Are All Right	41:03:00	41.05	non-lead
nm0001832	1985	tt0087553	killing_fields	1984	Sam Waterston	The Killing Fields	57:23:00	57.383	lead
nm0628955	1985	tt0087553	killing_fields	1984	Haing S. Ngor	The Killing Fields	1:03:28	63.467	non-lead
nm0000226	2021	tt9620288	king.richard_tt9620288	2021	Will Smith	King Richard	1:30:10	90.167	lead
nm0254712	2021	tt9620288	king.richard_tt9620288	2021	Aunjanue Ellis	King Richard	38:35:00	38.583	non-lead
nm0000147	2011	tt1504320	kings_speech	2010	Colin Firth	The King's Speech	1:14:24	74.4	lead
nm0000307	2011	tt1504320	kings_speech	2010	Helena Bonham Carter	The King's Speech	21:33	21.55	non-lead
nm0001691	2011	tt1504320	kings_speech	2010	Geoffrey Rush	The King's Speech	40:48:00	40.8	non-lead
nm0001473	2004	tt0362269	kinsey_tt0362269	2004	Laura Linney	Kinsey	32:02:00	32.033	non-lead
nm0331516	2017	tt3783958	la_la_land	2016	Ryan Gosling	La La Land	1:14:56	74.933	lead
nm1297015	2017	tt3783958	la_la_land	2016	Emma Stone	La La Land	1:20:41	80.683	lead
nm1519680	2017	tt4925292	lady.bird_tt4925292	2017	Saoirse Ronan	Lady Bird	1:10:51	70.85	lead
nm0582418	2017	tt4925292	lady.bird_tt4925292	2017	Laurie Metcalf	Lady Bird	20:51	20.85	non-lead
nm0001845	2006	tt0455590	last.king.of.sc_tt0455590	2006	Forest Whitaker	The Last King of Scotland	42:34:00	42.567	lead
nm0913822	2003	tt0325710	last.samurai_tt0325710	2003	Ken Watanabe	The Last Samurai	33:49:00	33.817	non-lead
nm0000115	1996	tt0113627	leaving.las.veg_tt0113627	1995	Nicolas Cage	Leaving Las Vegas	1:06:27	66.45	lead
nm0000223	1996	tt0113627	leaving.las.veg_tt0113627	1995	Elisabeth Shue	Leaving Las Vegas	1:07:01	67.017	lead
nm0413168	2012	tt1707386	les.misrables_tt1707386	2012	Hugh Jackman	Les Misérables	58:18:00	58.3	lead
nm0004266	2012	tt1707386	les.misrables_tt1707386	2012	Anne Hathaway	Les Misérables	21:01	21.017	non-lead
nm0000358	2012	tt0443272	lincoln	2012	Daniel Day-Lewis	Lincoln	1:17:06	77.1	lead
nm0000169	2012	tt0443272	lincoln	2012	Tommy Lee Jones	Lincoln	19:10	19.167	non-lead
nm0000398	2012	tt0443272	lincoln	2012	Sally Field	Lincoln	15:05	15.083	non-lead
nm0000173	2017	tt3741834	lion_tt3741834	2016	Nicole Kidman	Lion	16:13	16.217	non-lead
nm2353862	2017	tt3741834	lion_tt3741834	2016	Dev Patel	Lion	43:04:00	43.067	non-lead
nm0000213	1995	tt0110367	little_women	1994	Winona Ryder	Little Women	1:14:11	74.183	lead
nm1519680	2020	tt3281548	little_women_2020	2019	Saoirse Ronan	Little Women	1:15:01	75.017	lead
nm6073955	2020	tt3281548	little_women_2020	2019	Florence Pugh	Little Women	42:06:00	42.1	non-lead
nm0000273	2006	tt0449059	little.miss.sun_tt0449059	2006	Alan Arkin	Little Miss Sunshine	14:20	14.333	non-lead
nm1113550	2006	tt0449059	little.miss.sun_tt0449059	2006	Abigail Breslin	Little Miss Sunshine	34:21:00	34.35	non-lead
nm0000195	2003	tt0335266	lost.in.transla_tt0335266	2003	Bill Murray	Lost in Translation	1:00:41	60.683	lead
nm0005212	2001	tt0120737	lotr_fellowship	2001	Ian McKellen	The Lord of the Rings: The Fellowship of the Ring	45:58:00	45.967	non-lead
nm0001329	1994	tt0110428	madness.of.king_tt0110428	1994	Nigel Hawthorne	The Madness of King George	57:59:00	57.983	lead
nm0000545	1994	tt0110428	madness.of.king_tt0110428	1994	Helen Mirren	The Madness of King George	20:15	20.25	non-lead
nm0000243	1992	tt0104797	malcolm.x_tt0104797	1992	Denzel Washington	Malcolm X	2:21:58	141.967	lead
nm0000729	2016	tt4034228	manchester.by.t_tt4034228	2016	Casey Affleck	Manchester by the Sea	1:40:02	100.033	lead
nm0931329	2016	tt4034228	manchester.by.t_tt4034228	2016	Michelle Williams	Manchester by the Sea	11:03	11.05	non-lead
nm2348627	2016	tt4034228	manchester.by.t_tt4034228	2016	Lucas Hedges	Manchester by the Sea	53:21:00	53.35	non-lead
nm0424060	2019	tt7653254	marriage.story_tt7653254	2019	Scarlett Johansson	Marriage Story	1:05:19	65.317	lead
nm3485845	2019	tt7653254	marriage.story_tt7653254	2019	Adam Driver	Marriage Story	1:25:03	85.05	lead
nm0000368	2019	tt7653254	marriage.story_tt7653254	2019	Laura Dern	Marriage Story	18:36	18.6	non-lead
nm0001777	1988	tt0095593	married.to.the._tt0095593	1988	Dean Stockwell	Married to the Mob	25:49:00	25.817	non-lead
nm0000354	2015	tt3659388	martian	2015	Matt Damon	The Martian	1:02:01	62.017	lead
nm0001618	2012	tt1560747	master_tt1560747	2012	Joaquin Phoenix	The Master	1:31:44	91.733	lead
nm0000450	2012	tt1560747	master_tt1560747	2012	Philip Seymour Hoffman	The Master	1:05:11	65.183	non-lead
nm0010736	2012	tt1560747	master_tt1560747	2012	Amy Adams	The Master	26:25:00	26.417	non-lead
nm0001673	1980	tt0081150	melvin.and.howa_tt0081150	1980	Jason Robards	Melvin and Howard	14:19	14.317	non-lead
nm0005460	1980	tt0081150	melvin.and.howa_tt0081150	1980	Mary Steenburgen	Melvin and Howard	28:51:00	28.85	non-lead
nm0000576	2008	tt1013753	milk_tt1013753	2008	Sean Penn	Milk	1:27:25	87.417	lead
nm0000982	2008	tt1013753	milk_tt1013753	2008	Josh Brolin	Milk	14:35	14.583	non-lead
nm0000142	2005	tt0405159	million_dollar_baby	2004	Clint Eastwood	Million Dollar Baby	1:16:16	76.267	lead
nm0005476	2005	tt0405159	million_dollar_baby	2004	Hilary Swank	Million Dollar Baby	1:07:10	67.167	lead
nm0000151	2005	tt0405159	million_dollar_baby	2004	Morgan Freeman	Million Dollar Baby	36:24:00	36.4	non-lead
nm3081796	2020	tt10633456	minari_tt10633456	2020	Steven Yeun	Minari	48:28:00	48.467	lead
nm0950926	2020	tt10633456	minari_tt10633456	2020	Youn Yuh-jung	Minari	26:02:00	26.033	non-lead
nm0000002	1996	tt0117057	mirror.has.two._tt0117057	1996	Lauren Bacall	The Mirror Has Two Faces	15:41	15.683	non-lead
nm0000870	1990	tt0100157	misery_tt0100157	1990	Kathy Bates	Misery	50:53:00	50.883	lead
nm0000493	1982	tt0084335	missing_tt0084335	1982	Jack Lemmon	Missing	1:07:28	67.467	lead
nm0000651	1982	tt0084335	missing_tt0084335	1982	Sissy Spacek	Missing	1:05:07	65.117	lead
nm0000432	1989	tt0095647	mississippi.bur_tt0095647	1988	Gene Hackman	Mississippi Burning	53:46:00	53.767	lead
nm0000531	1989	tt0095647	mississippi.bur_tt0095647	1988	Frances McDormand	Mississippi Burning	13:08	13.133	non-lead
nm0001364	1986	tt0091538	mona.lisa_tt0091538	1986	Bob Hoskins	Mona Lisa	1:26:54	86.9	lead
nm0000093	2011	tt1210166	moneyball_tt1210166	2011	Brad Pitt	Moneyball	1:22:36	82.6	lead
nm1706767	2011	tt1210166	moneyball_tt1210166	2011	Jonah Hill	Moneyball	34:13:00	34.217	non-lead
nm0365140	2016	tt4975722	moonlight_tt4975722	2016	Naomie Harris	Moonlight	12:35	12.583	non-lead
nm0991810	2016	tt4975722	moonlight_tt4975722	2016	Mahershala Ali	Moonlight	20:36	20.6	non-lead
nm0000333	1988	tt0093565	moonstruck	1987	Cher	Moonstruck	46:57:00	46.95	lead
nm0001156	1988	tt0093565	moonstruck	1987	Olympia Dukakis	Moonstruck	19:54	19.9	non-lead
nm0306696	1988	tt0093565	moonstruck	1987	Vincent Gardenia	Moonstruck	16:08	16.133	non-lead
nm0000173	2001	tt0203009	moulin.rouge_tt0203009	2001	Nicole Kidman	Moulin Rouge!	1:05:27	65.45	lead
nm0000377	1996	tt0113862	mr_hollands_opus	1995	Richard Dreyfuss	Mr. Holland's Opus	1:45:32	105.533	lead
nm0001132	1997	tt0119280	mrs..brown_tt0119280	1997	Judi Dench	Mrs. Brown	41:29:00	41.483	lead
nm0001132	2005	tt0413015	mrs..henderson._tt0413015	2005	Judi Dench	Mrs. Henderson Presents	51:29:00	51.483	lead
nm0001258	1986	tt0089643	murphys.romance_tt0089643	1985	James Garner	Murphy's Romance	48:50:00	48.833	lead
nm0000673	1992	tt0104952	my.cousin.vinny_tt0104952	1992	Marisa Tomei	My Cousin Vinny	35:22:00	35.367	non-lead
nm0000564	1982	tt0084370	my.favorite.yea_tt0084370	1982	Peter O'Toole	My Favorite Year	41:32:00	41.533	lead
nm0000358	1989	tt0097937	my.left.foot_tt0097937	1989	Daniel Day-Lewis	My Left Foot	50:10:00	50.167	lead
nm0002084	1989	tt0097937	my.left.foot_tt0097937	1989	Brenda Fricker	My Left Foot	32:28:00	32.467	non-lead
nm0931329	2011	tt1655420	my.week.with.ma_tt1655420	2011	Michelle Williams	My Week with Marilyn	48:25:00	48.417	lead
nm0000110	2011	tt1655420	my.week.with.ma_tt1655420	2011	Kenneth Branagh	My Week with Marilyn	21:12	21.2	non-lead
nm0000576	2003	tt0327056	mystic.river_tt0327056	2003	Sean Penn	Mystic River	47:50:00	47.833	lead
nm0000209	2003	tt0327056	mystic.river_tt0327056	2003	Tim Robbins	Mystic River	33:36:00	33.6	non-lead
nm0001315	2003	tt0327056	mystic.river_tt0327056	2003	Marcia Gay Harden	Mystic River	16:11	16.183	non-lead
nm0000335	1984	tt0087781	natural	1984	Glenn Close	The Natural	14:50	14.833	non-lead
nm0001136	2013	tt1821549	nebraska_tt1821549	2013	Bruce Dern	Nebraska	1:07:58	67.967	lead
nm0820053	2013	tt1821549	nebraska_tt1821549	2013	June Squibb	Nebraska	22:23	22.383	non-lead
nm0000149	1994	tt0110638	nell_tt0110638	1994	Jodie Foster	Nell	52:58:00	52.967	lead
nm0004851	2009	tt0875034	nine_tt0875034	2009	Penélope Cruz	Nine	13:15	13.25	non-lead
nm0000849	2007	tt0477348	no.country.for._tt0477348	2007	Javier Bardem	No Country for Old Men	28:54:00	28.9	non-lead
nm0000056	1995	tt0110684	nobodys.fool_tt0110684	1994	Paul Newman	Nobody's Fool	1:12:46	72.767	lead
nm0000531	2020	tt9770150	nomadland_tt9770150	2020	Frances McDormand	Nomadland	1:20:56	80.933	lead
nm0000700	1982	tt0084434	officer_and_a_gentleman	1982	Debra Winger	An Officer and a Gentleman	32:41:00	32.683	lead
nm0001283	1982	tt0084434	officer_and_a_gentleman	1982	Louis Gossett Jr.	An Officer and a Gentleman	32:23:00	32.383	non-lead
nm0000020	1981	tt0082846	on_golden_pond	1981	Henry Fonda	On Golden Pond	1:07:40	67.667	lead
nm0000031	1981	tt0082846	on_golden_pond	1981	Katharine Hepburn	On Golden Pond	50:08:00	50.133	lead
nm0000404	1981	tt0082846	on_golden_pond	1981	Jane Fonda	On Golden Pond	20:19	20.317	non-lead
nm0000138	2019	tt7131622	once_upon_a_time_in_hollywood	2019	Leonardo DiCaprio	Once Upon a Time in Hollywood	1:01:12	61.2	lead
nm0000093	2019	tt7131622	once_upon_a_time_in_hollywood	2019	Brad Pitt	Once Upon a Time in Hollywood	55:12:00	55.2	non-lead
nm0001546	1980	tt0081283	ordinary_people	1980	Mary Tyler Moore	Ordinary People	32:46:00	32.767	lead
nm0000459	1980	tt0081283	ordinary_people	1980	Timothy Hutton	Ordinary People	1:05:04	65.067	non-lead
nm0002139	1980	tt0081283	ordinary_people	1980	Judd Hirsch	Ordinary People	18:23	18.383	non-lead
nm0000658	1986	tt0089755	out_of_africa	1985	Meryl Streep	Out of Africa	1:52:57	112.95	lead
nm0001970	1986	tt0089755	out_of_africa	1985	Klaus Maria Brandauer	Out of Africa	20:17	20.283	non-lead
nm0001848	1989	tt0098067	parenthood	1989	Dianne Wiest	Parenthood	24:25:00	24.417	non-lead
nm0000678	1986	tt0091738	peggy_sue_got_married_fs	1986	Kathleen Turner	Peggy Sue Got Married	1:16:11	76.183	lead
nm0000437	1996	tt0117318	people.vs..larr_tt0117318	1996	Woody Harrelson	The People vs. Larry Flynt	1:10:44	70.733	lead
nm0000358	2017	tt5776858	phantom.thread_tt5776858	2017	Daniel Day-Lewis	Phantom Thread	1:26:42	86.7	lead
nm0544334	2017	tt5776858	phantom.thread_tt5776858	2017	Lesley Manville	Phantom Thread	25:58:00	25.967	non-lead
nm0000158	1994	tt0107818	philadelphia	1993	Tom Hanks	Philadelphia	54:55:00	54.917	lead
nm0001132	2013	tt2431286	philomena_tt2431286	2013	Judi Dench	Philomena	51:28:00	51.467	lead
nm0004778	2002	tt0253474	pianist_tt0253474	2002	Adrien Brody	The Pianist	1:37:27	97.45	lead
nm0000456	1993	tt0107822	piano_tt0107822	1993	Holly Hunter	The Piano	1:08:01	68.017	lead
nm0001593	1993	tt0107822	piano_tt0107822	1993	Anna Paquin	The Piano	36:56:00	36.933	non-lead
nm0000136	2003	tt0325980	pirates_black_pearl	2003	Johnny Depp	Pirates of the Caribbean: The Curse of the Black Pearl	49:32:00	49.533	lead
nm0000398	1984	tt0087921	places.in.the.h_tt0087921	1984	Sally Field	Places in the Heart	45:14:00	45.233	lead
nm0000518	1984	tt0087921	places.in.the.h_tt0087921	1984	John Malkovich	Places in the Heart	19:16	19.267	non-lead
nm0001080	1984	tt0087921	places.in.the.h_tt0087921	1984	Lindsay Crouse	Places in the Heart	16:45	16.75	non-lead
nm0000297	1987	tt0091763	platoon	1986	Tom Berenger	Platoon	25:40:00	25.667	non-lead
nm0000353	1987	tt0091763	platoon	1986	Willem Dafoe	Platoon	16:39	16.65	non-lead
nm0000658	2018	tt6294822	post_tt6294822	2017	Meryl Streep	The Post	46:10:00	46.167	lead
nm0000658	1990	tt0100395	postcards.from._tt0100395	1990	Meryl Streep	Postcards from the Edge	1:28:14	88.233	lead
nm1212722	2021	tt10293406	power.of.the.do_tt10293406	2021	Benedict Cumberbatch	The Power of the Dog	58:37:00	58.617	lead
nm0000379	2021	tt10293406	power.of.the.do_tt10293406	2021	Kirsten Dunst	The Power of the Dog	36:21:00	36.35	non-lead
nm0687146	2021	tt10293406	power.of.the.do_tt10293406	2021	Jesse Plemons	The Power of the Dog	33:46:00	33.767	non-lead
nm2240346	2021	tt10293406	power.of.the.do_tt10293406	2021	Kodi Smit-McPhee	The Power of the Dog	36:02:00	36.033	non-lead
nm2829737	2009	tt0929632	precious_tt0929632	2009	Gabourey Sidibe	Precious	1:12:34	72.567	lead
nm0594898	2009	tt0929632	precious_tt0929632	2009	Mo'Nique	Precious	24:58:00	24.967	non-lead
nm0000210	1990	tt0100405	pretty_woman	1990	Julia Roberts	Pretty Woman	1:20:00	80	lead
nm0461136	2005	tt0414387	pride..prejudic_tt0414387	2005	Keira Knightley	Pride and Prejudice	1:27:10	87.167	lead
nm0001570	1996	tt0117381	primal_fear	1996	Edward Norton	Primal Fear	34:54:00	34.9	non-lead
nm0000870	1998	tt0119942	primary.colors_tt0119942	1998	Kathy Bates	Primary Colors	23:51	23.85	non-lead
nm0000560	1992	tt0102713	prince_of_tides	1991	Nick Nolte	The Prince of Tides	1:40:49	100.817	lead
nm0625075	1992	tt0102713	prince_of_tides	1991	Kate Nelligan	The Prince of Tides	11:40	11.667	non-lead
nm0000443	1980	tt0081375	private_benjamin_fs	1980	Goldie Hawn	Private Benjamin	1:22:46	82.767	lead
nm0107281	1980	tt0081375	private_benjamin_fs	1980	Eileen Brennan	Private Benjamin	16:33	16.55	non-lead
nm0000197	1985	tt0089841	prizzis.honor_tt0089841	1985	Jack Nicholson	Prizzi's Honor	1:06:15	66.25	lead
nm0001378	1985	tt0089841	prizzis.honor_tt0089841	1985	Anjelica Huston	Prizzi's Honor	17:56	17.933	non-lead
nm0382676	1985	tt0089841	prizzis.honor_tt0089841	1985	William Hickey	Prizzi's Honor	22:26	22.433	non-lead
nm1659547	2020	tt9620292	promising.young_tt9620292	2020	Carey Mulligan	Promising Young Woman	1:23:09	83.15	lead
nm0000237	1994	tt0110912	pulp_fiction	1994	John Travolta	Pulp Fiction	51:27:00	51.45	lead
nm0000168	1994	tt0110912	pulp_fiction	1994	Samuel L. Jackson	Pulp Fiction	39:22:00	39.367	non-lead
nm0000235	1994	tt0110912	pulp_fiction	1994	Uma Thurman	Pulp Fiction	21:08	21.133	non-lead
nm0000226	2006	tt0454921	pursuit_of_happyness	2006	Will Smith	The Pursuit of Happyness	1:42:19	102.317	lead
nm0000545	2006	tt0436697	queen_tt0436697	2006	Helen Mirren	The Queen	47:15:00	47.25	lead
nm0006890	1994	tt0110932	quiz.show_tt0110932	1994	Paul Scofield	Quiz Show	13:20	13.333	non-lead
nm0000134	1980	tt0081398	raging_bull	1980	Robert De Niro	Raging Bull	1:36:09	96.15	lead
nm0000582	1980	tt0081398	raging_bull	1980	Joe Pesci	Raging Bull	44:55:00	44.917	non-lead
nm0001550	1980	tt0081398	raging_bull	1980	Cathy Moriarty	Raging Bull	30:48:00	30.8	non-lead
nm0001527	1981	tt0082970	ragtime_tt0082970	1981	Elizabeth McGovern	Ragtime	21:52	21.867	non-lead
nm0738415	1981	tt0082970	ragtime_tt0082970	1981	Howard E. Rollins Jr.	Ragtime	31:30:00	31.5	non-lead
nm0000163	1988	tt0095953	rainman	1988	Dustin Hoffman	Rain Man	1:17:56	77.933	lead
nm0004937	2004	tt0350258	ray_tt0350258	2004	Jamie Foxx	Ray	1:39:35	99.583	lead
nm0000701	2008	tt0976051	reader_tt0976051	2008	Kate Winslet	The Reader	41:55:00	41.917	lead
nm0000473	1981	tt0082979	reds	1981	Diane Keaton	Reds	1:31:26	91.433	lead
nm0000886	1981	tt0082979	reds	1981	Warren Beatty	Reds	1:42:33	102.55	lead
nm0000197	1981	tt0082979	reds	1981	Jack Nicholson	Reds	14:38	14.633	non-lead
nm0822972	1981	tt0082979	reds	1981	Maureen Stapleton	Reds	9:15	9.25	non-lead
nm0000164	1993	tt0107943	remains.of.the._tt0107943	1993	Anthony Hopkins	The Remains of the Day	1:21:07	81.117	lead
nm0000668	1993	tt0107943	remains.of.the._tt0107943	1993	Emma Thompson	The Remains of the Day	42:05:00	42.083	lead
nm0002018	1983	tt0084591	reuben.reuben_tt0084591	1983	Tom Conti	Reuben, Reuben	1:20:01	80.017	lead
nm0000138	2016	tt1663202	revenant	2015	Leonardo DiCaprio	The Revenant	1:32:28	92.467	lead
nm0362766	2016	tt1663202	revenant	2015	Tom Hardy	The Revenant	42:07:00	42.117	non-lead
nm0000460	1990	tt0100486	reversal.of.fortune_tt0100486	1990	Jeremy Irons	Reversal of Fortune	45:00:00	45	lead
nm0788335	2008	tt0959337	revolutionary.r_tt0959337	2008	Michael Shannon	Revolutionary Road	9:02	9.033	non-lead
nm0000870	2020	tt3513548	richard.jewell_tt3513548	2019	Kathy Bates	Richard Jewell	25:06:00	25.1	non-lead
nm0001731	1983	tt0086197	right.stuff_tt0086197	1983	Sam Shepard	The Right Stuff	26:21:00	26.35	non-lead
nm0000056	2002	tt0257044	road_to_perdition	2002	Paul Newman	Road to Perdition	15:55	15.917	non-lead
nm8611957	2018	tt6155172	roma_tt6155172	2018	Yalitza Aparicio	Roma	1:37:30	97.5	lead
nm0211920	2018	tt6155172	roma_tt6155172	2018	Marina de Tavira	Roma	30:54:00	30.9	non-lead
nm0488953	2015	tt3170832	room_tt3170832	2015	Brie Larson	Room	1:05:46	65.767	lead
nm0000685	1985	tt0089941	runaway.train_tt0089941	1985	Jon Voight	Runaway Train	44:32:00	44.533	lead
nm0000616	1985	tt0089941	runaway.train_tt0089941	1985	Eric Roberts	Runaway Train	41:02:00	41.033	non-lead
nm0000203	1988	tt0096018	running.on.empty_tt0096018	1988	River Phoenix	Running on Empty	1:05:12	65.2	non-lead
nm0000158	1998	tt0120815	saving_private_ryan	1998	Tom Hanks	Saving Private Ryan	1:26:41	86.683	lead
nm0000199	1993	tt0105323	scent_of_a_woman	1992	Al Pacino	Scent of a Woman	1:35:48	95.8	lead
nm0000553	1994	tt0108052	schindlers_list	1993	Liam Neeson	Schindler's List	1:17:32	77.533	lead
